ISBN,Type,Title,Author,Publisher,Genre,Format,Unit Price,Publication Date,Pages,Length,Narrator,Rating
978-0-210-19300-6,Magazine,Store floor international everyone news compare,Melanie Hill,Cambridge University Press,Politics and Satire,Paperback,36.6,14/12/1979,400,,,1.07
978-1-02-876785-4,Book,Foreign response good,Tyler Hall,Corner Stone,LGBTQ+,Paperback,11.95,21/06/1958,206,,,3.1
978-0-380-96802-2,Magazine,Character reveal hit Mrs expert,Martha Miller,Pearson,Children,Paperback,87.17,17/06/1996,127,,,1.76
978-1-135-89850-2,Magazine,Avoid program ago purpose,John Fitzpatrick,Corner Stone,Young Adult,Hardback,43.21,02/03/1941,192,,,2.3
978-1-82035-324-8,Book,Unit pick wide staff price also,Carla Landry,Cambridge University Press,Memoir and Autobiography,Paperback,22.91,11/10/1969,146,,,2.79
978-1-277-19691-7,Book,Example rate focus trial bit source,Deborah Mcclain,Joffe Books,True Crime,Paperback,20.91,02/04/2004,269,,,2.11
978-1-347-39299-7,Book,Particularly other nor,Cassandra Larsen,Transworld,Classic Fiction,Hardback,22.51,07/06/1999,201,,,2.74
978-0-406-89100-6,Book,Ten four offer claim be bank,Julia Holt,Penguin Books,Romance,Hardback,40.41,19/02/1942,196,,,3.13
978-0-7237-7245-3,eBook,News soon voice,Matthew Hebert,Faber & Faber,LGBTQ+,Digital,20.95,03/03/1999,214,,,2.82
978-1-939775-48-1,Book,Road remember herself,Jacob Collins,Faber & Faber,Reference Book,Hardback,19.83,30/05/1971,156,,,2.98
978-0-18-146566-9,eBook,Something test hope,Tracy Clark,Transworld,Action,Digital,112.93,27/07/1959,205,,,2.08
978-1-901781-00-7,Magazine,Give too our own,Thomas Williams,Pearson,Crime Fiction,Paperback,23.25,25/02/1947,125,,,2.01
978-1-4121-6522-8,Book,Similar pressure let lose similar treatment,Natalie Bryant,Cambridge University Press,Children,Hardback,22.68,26/05/1957,282,,,1.52
978-1-949803-72-3,Book,World floor situation board western over,Amber Montgomery,Transworld,Thriller,Hardback,22.46,07/09/1975,220,,,0.7
978-0-652-14382-9,AudioBook,Sign police yard foot bed,Anthony Jones,Hachette Livre,Comics,Audio,19.71,14/11/1947,0,04:04,Bahni Turpin,2.72
978-1-4084-4631-7,Book,Age challenge far certain customer trip,Alexis Lee,Corner Stone,Young Adult,Hardback,11.4,24/12/1952,221,,,3.04
978-1-354-21688-0,Book,Outside necessary research be network,Olivia Beltran,Random House,Religion and Spirituality,Paperback,21.95,16/10/1985,204,,,2.72
978-1-56877-199-1,Book,Either indeed international they they represent,John Dillon,Bloomsbury,Young Adult,Paperback,88.68,21/08/1961,189,,,2.52
978-1-71897-616-0,Book,Dream score pretty current country,Alexis Thompson,Hachette Livre,Classic Fiction,Paperback,24.38,28/01/1980,207,,,3.0
978-0-549-73563-2,Book,Sell show rest kitchen ball,Suzanne Rhodes,Joffe Books,Thriller,Paperback,14.01,27/05/2010,287,,,3.0
978-0-17-751715-0,Book,Start step blood determine range free,Alexander Nguyen,Puffin Books,Memoir and Autobiography,Paperback,227.77,23/09/2011,206,,,1.34
978-0-89416-530-6,Book,Task behind more report,Alicia Becker,Penguin Books,Romance,Hardback,22.06,28/10/1946,244,,,3.06
978-1-5354-5434-6,Book,Compare model hospital her identify join,Trevor Martinez,Joffe Books,Poetry,Paperback,37.3,06/06/2001,172,,,2.04
978-0-9643127-5-3,Book,Agreement set on,Alexander Diaz,Random House,Religion and Spirituality,Hardback,22.21,18/08/1963,235,,,1.34
978-0-00-659531-1,Book,Time seek whose difficult whose,Derek Rush,Cambridge University Press,Period Drama,Hardback,13.38,23/10/1979,251,,,3.96
978-0-923145-26-2,Book,Respond road add game example activity,Daniel Wilson,Corner Stone,Horror,Paperback,103.81,15/04/2016,312,,,1.7
978-0-323-13422-4,Book,Interesting true shake,Stacy Kelly,Transworld,Fantasy,Paperback,90.8,23/06/2009,169,,,1.76
978-0-379-83783-4,Book,Cut consumer house room evidence,Brian Day,Severn House,LGBTQ+,Paperback,102.06,05/12/1998,257,,,2.4
978-0-450-81061-9,AudioBook,Career near common as turn bag,Susan Nielsen,Bloomsbury,Romance,Audio,67.01,10/10/1997,0,07:25,Wil Wheaton,2.05
978-1-5359-0433-9,Book,Avoid scientist lawyer measure,Jacob Maxwell,Faber & Faber,Romance,Hardback,42.58,21/06/1952,116,,,1.7
978-0-7250-2125-2,eBook,Care character letter size,Willie Delacruz,Faber & Faber,Poetry,Digital,71.22,06/10/1984,135,,,2.13
978-0-7288-4157-4,Book,Continue huge necessary ready adult large,Lee May,Random House,Cooking,Hardback,21.86,01/04/1943,104,,,2.29
978-0-423-60630-0,eBook,Rest score end,Ashley Burns,Random House,Adventure Fiction,Digital,20.9,23/01/1981,162,,,2.51
978-0-498-57404-7,Magazine,Like sign begin still water,Lori Mcclain,Joffe Books,Children,Hardback,25.11,21/07/1961,246,,,1.96
978-1-124-18158-5,Book,Operation challenge star source cut break,Maurice Martinez,Puffin Books,Action,Hardback,36.78,20/05/1990,158,,,3.64
978-1-86740-055-4,Book,Simple away cold me,Bryan Wu,Transworld,Horror,Paperback,64.3,18/07/2004,149,,,3.47
978-0-8003-1092-9,eBook,Change big step go different,Calvin Jones,Transworld,Religion and Spirituality,Digital,39.3,27/11/1960,204,,,2.91
978-0-9531324-9-2,Magazine,Writer not event page practice deep,Cynthia Ramos,Random House,Young Adult,Hardback,31.83,01/03/1959,173,,,3.26
978-1-993478-51-9,Book,Economy again term treat,Chase Morton,Harper Collins,True Crime,Hardback,33.52,04/05/1968,255,,,3.02
978-0-8058-8104-2,Book,Spring gun base,Raven Peters,Random House,Comics,Paperback,28.82,07/06/1991,287,,,2.88
978-1-4859-3775-3,AudioBook,Brother reality pick figure,Douglas Miller,Transworld,Comedy,Audio,31.37,27/08/1985,0,02:48,Julia Whelan,4.07
978-1-972592-77-9,Book,Or police prevent much contain,Christina Jones,Hachette Livre,Comics,Hardback,17.58,26/01/1997,156,,,1.22
978-1-871220-23-0,Book,Receive born thank,Amanda Wright,Puffin Books,Comedy,Paperback,30.72,13/04/1966,123,,,2.42
978-0-15-103790-2,eBook,Campaign ago range,Robert Murphy,Bloomsbury,True Crime,Digital,26.6,02/01/2009,131,,,2.12
978-1-112-13313-8,Book,Focus single after material name teach,Steven Smith,Penguin Books,Reference Book,Paperback,18.16,18/03/2007,226,,,2.61
978-0-923040-13-0,Book,Read rate effect,Anna Tran,Puffin Books,Adventure Fiction,Hardback,31.18,18/03/1975,204,,,2.03
978-0-644-75041-7,Book,Fact always his everybody,Robin Schwartz,Cambridge University Press,Period Drama,Hardback,21.48,24/06/1962,193,,,2.34
978-0-04-266106-3,Book,Lot last mean style,Pamela Mcpherson,Cambridge University Press,Horror,Hardback,23.99,25/06/2015,174,,,2.4
978-0-321-04173-9,Book,Project blue institution price wife its,Julie Allen,Joffe Books,LGBTQ+,Paperback,20.28,30/04/1987,143,,,1.8
978-1-126-89100-0,Book,Sort program what note big how,Melissa Bentley,Harper Collins,Poetry,Paperback,16.78,02/02/1955,228,,,2.42
978-1-139-03483-8,Book,Present material pass,Ronald Miller,Cambridge University Press,Crime Fiction,Hardback,19.74,07/09/1978,171,,,3.33
978-1-62302-125-2,Book,People good know push even,James Mcdonald,Severn House,Children,Paperback,78.64,09/09/1954,208,,,2.96
978-1-257-17172-9,Book,Nature difference law,Tina Santos,Puffin Books,Cooking,Hardback,10.2,18/03/1979,163,,,1.11
978-0-09-160554-4,Book,Traditional air should set,Amanda Hill,Corner Stone,Politics and Satire,Hardback,55.88,26/03/1974,239,,,2.03
978-0-502-93059-3,Magazine,Republican manage property nice main simple carry,Curtis Jackson,Cambridge University Press,Period Drama,Paperback,12.6,12/07/1970,214,,,2.83
978-0-525-58448-3,Book,And forward national present,Teresa Williams,Pearson,Comics,Paperback,23.24,08/12/1983,190,,,2.7
978-0-687-57211-3,Magazine,Tough strategy six,Eric Hughes,Pearson,Memoir and Autobiography,Paperback,135.87,04/07/1987,127,,,3.94
978-1-57302-207-1,Book,Deep cold since employee,Emily Alvarez,Pearson,Crime Fiction,Hardback,13.23,28/06/1962,217,,,1.94
978-0-439-90847-4,Book,Fast attack college animal every,Anthony Davis,Transworld,Memoir and Autobiography,Hardback,26.11,09/11/1948,168,,,2.25
978-0-7307-6310-9,Book,Board decade theory,Steven Horn,Bloomsbury,Gardening and Nature,Hardback,33.1,25/05/1992,177,,,2.38
978-0-05-837467-4,Magazine,Create she choice me,Alexander Manning,Joffe Books,LGBTQ+,Paperback,24.06,11/07/1965,176,,,3.27
978-0-683-98168-1,Book,Hard reach security,Matthew Gray,Puffin Books,Science Fiction,Hardback,18.61,20/08/1998,229,,,2.89
978-0-7878-4893-4,Book,Mean school note,Janet Hernandez,Hachette Livre,Science Fiction,Hardback,21.29,05/11/1940,217,,,3.18
978-1-4023-1559-6,Book,Create back body,Denise Nguyen,Cambridge University Press,Memoir and Autobiography,Hardback,21.03,08/01/1996,151,,,3.58
978-1-116-99311-0,Book,Writer option edge American practice exist,Elizabeth Smith,Cambridge University Press,History,Hardback,10.29,03/09/1967,178,,,3.52
978-1-177-96453-1,Book,Inside eight space should learn,Alejandro Davies,Corner Stone,LGBTQ+,Hardback,21.04,16/02/2008,154,,,2.99
978-1-84065-455-4,Book,Political out feel management,Mark Mcneil,Pearson,Adventure Fiction,Paperback,313.92,13/03/1950,185,,,2.45
978-1-80164-444-0,Magazine,Bring record million season get one,Robert Baldwin,Severn House,Cooking,Paperback,19.41,30/03/1963,148,,,1.92
978-0-945894-92-6,Book,Ground anyone life say heart interview,Jaime Oneal,Penguin Books,Cooking,Paperback,21.79,11/06/1990,318,,,1.18
978-1-79679-982-8,eBook,Game series size have,Tom Boyd,Puffin Books,Period Drama,Digital,21.83,02/04/1969,269,,,2.6
978-0-05-279217-7,Book,Cut so contain floor fast remember,Stephanie Vaughn,Faber & Faber,Travel,Hardback,111.88,07/11/2008,221,,,2.23
978-0-8428-5480-1,Book,Not after alone pressure,David Rogers,Transworld,Comics,Paperback,10.81,16/03/1966,130,,,2.42
978-0-270-66765-3,Book,Relate data season ago,Brandi Lane,Harper Collins,Crime Fiction,Paperback,69.62,25/11/1982,286,,,2.92
978-0-7228-9684-6,Magazine,School develop structure bit,Brett Howard,Corner Stone,Romance,Paperback,82.92,07/05/1989,181,,,3.72
978-0-7527-2203-0,Magazine,Wife attention heavy consumer she,Brandon Rice,Transworld,Travel,Paperback,21.47,05/10/1983,231,,,2.32
978-1-69899-281-5,Book,Level whether open ten,James Hernandez,Puffin Books,Classic Fiction,Paperback,27.64,26/02/1998,290,,,2.13
978-0-237-97106-9,Book,Box perform wall,Kathy Moore,Random House,Poetry,Paperback,48.06,29/11/1962,269,,,2.52
978-1-896263-86-1,Book,Begin quickly contain conference hope,Sergio Kelly,Random House,Gardening and Nature,Hardback,21.3,25/07/1981,166,,,2.55
978-0-18-651779-0,Book,Yet film modern example us energy,Randall Smith,Pearson,True Crime,Paperback,24.95,25/11/2015,245,,,2.1
978-1-5244-5793-8,AudioBook,Pay keep news face,Kristina Moore,Bloomsbury,Science Fiction,Audio,10.77,05/03/1971,0,08:33,Nigel Planer,2.73
978-0-9655914-6-1,Book,Back drug after reflect ten,Laura Browning,Faber & Faber,Classic Fiction,Paperback,28.64,10/10/1991,297,,,3.43
978-0-7337-8622-8,Book,Agency team choice wish government,Whitney Martin,Random House,Young Adult,Hardback,18.36,12/03/1995,147,,,2.41
978-0-03-074043-5,Magazine,Tough charge our,Ronald Jackson,Penguin Books,Romance,Paperback,14.52,27/08/2015,165,,,1.96
978-0-12-115877-4,Book,Feel spring hospital series floor,Kenneth Clark,Faber & Faber,Crime Fiction,Hardback,14.08,21/11/1952,350,,,2.46
978-0-321-79006-4,Book,Year too network international,Cody Diaz,Puffin Books,Gardening and Nature,Paperback,22.94,13/02/1996,279,,,1.4
978-0-02-234750-5,Book,Hand begin admit trial sea look,Carrie Norris,Cambridge University Press,Children,Paperback,61.81,05/05/1970,178,,,2.53
978-0-204-17605-3,Book,Type away each seem eight,Tina Wong,Joffe Books,Cooking,Hardback,23.39,13/05/1996,163,,,3.66
978-1-364-40535-9,Book,Spend him draw member training,Eric Ross,Faber & Faber,Politics and Satire,Hardback,12.07,13/04/1987,131,,,1.24
978-0-12-032908-3,Book,Rule season sign big them,Sara Gonzalez,Hachette Livre,Comics,Paperback,50.99,15/02/1942,184,,,3.41
978-1-939814-14-2,Book,Matter establish possible,Briana Bass,Joffe Books,History,Hardback,106.92,01/08/1999,220,,,2.54
978-1-958399-13-2,Magazine,Story receive part next two,Randy Santos,Faber & Faber,Children,Paperback,21.37,12/10/1943,116,,,1.7
978-0-598-53571-9,Book,Responsibility difference behavior few,Crystal Robbins,Cambridge University Press,Gardening and Nature,Hardback,18.57,17/04/1951,166,,,3.53
978-0-7144-5373-6,Magazine,Over recently health study color,Nancy James,Transworld,Gardening and Nature,Paperback,22.98,23/11/2007,224,,,1.96
978-1-992933-92-7,Book,Where quickly before,Whitney Beard,Joffe Books,Travel,Paperback,18.65,21/07/1947,184,,,2.81
978-0-915191-56-7,Book,Detail pattern bank environmental former,Thomas Garrison,Corner Stone,Comedy,Hardback,21.68,26/04/2001,190,,,2.22
978-0-13-660109-8,eBook,Recent available how large heart,Cheryl Moore,Penguin Books,Reference Book,Digital,10.95,10/02/1963,180,,,1.89
978-1-04-444740-2,eBook,Behind special among some,Katherine Finley,Bloomsbury,Children,Digital,13.85,01/01/2014,128,,,3.15
978-0-9643820-0-8,Book,Result nor class produce daughter,Adam Zamora,Severn House,Religion and Spirituality,Hardback,36.27,04/06/1953,223,,,2.49
978-0-9806747-3-6,Book,Game its why would baby,Dylan Miller,Transworld,Comics,Paperback,20.48,27/02/1974,164,,,2.45
978-0-687-76904-9,Book,Government talk again military,Thomas Barrera,Bloomsbury,Horror,Paperback,51.59,09/04/1976,218,,,2.3
978-0-86360-923-7,Magazine,Central thus church call energy discuss,Karen Montes,Transworld,Period Drama,Hardback,16.17,31/01/1951,235,,,2.97
978-1-364-58431-3,Magazine,Performance can once serve,Robert Wiley,Joffe Books,Romance,Paperback,26.47,05/09/1979,187,,,1.79
978-1-267-46876-5,eBook,Of last note appear,David Young,Hachette Livre,Crime Fiction,Digital,22.19,03/09/1978,130,,,2.62
978-0-473-94442-1,Book,Sure history happen mission pressure,Evan Gutierrez,Random House,Young Adult,Hardback,21.98,04/01/1968,158,,,2.27
978-1-932723-62-5,Book,Leader have project sign thousand military,Elizabeth Wood,Cambridge University Press,Young Adult,Paperback,15.04,16/09/1956,157,,,2.5
978-1-294-10721-7,Book,Play mind deal add up,Benjamin James,Joffe Books,Fantasy,Hardback,60.21,24/11/1987,257,,,2.68
978-0-354-66928-3,Book,Can party over guess instead crime,Karen Williams,Hachette Livre,Politics and Satire,Paperback,22.92,26/12/1984,200,,,2.91
978-0-07-750398-7,Book,Stand yourself woman start,Matthew Moss,Joffe Books,Crime Fiction,Paperback,23.82,26/08/1997,99,,,2.99
978-1-362-20190-8,eBook,Population standard that,Eric Villa,Harper Collins,Reference Book,Digital,22.91,15/10/1979,191,,,2.48
978-1-57693-294-0,Book,Next usually allow international,Jennifer Morris,Puffin Books,Travel,Hardback,38.04,13/01/1983,234,,,2.98
978-0-7819-6916-1,Book,Campaign ready story stuff operation,James Johnson,Random House,True Crime,Hardback,21.03,10/05/1990,157,,,2.35
978-0-87737-622-4,Book,Turn feel condition much,Stephanie Wolf,Faber & Faber,Period Drama,Paperback,20.85,12/05/1953,131,,,1.89
978-1-231-02424-9,Book,Too others opportunity,Laura Malone,Harper Collins,Poetry,Hardback,14.47,28/12/1978,178,,,2.81
978-1-266-64520-4,Book,Maintain radio he buy rule long,Katrina Brown,Faber & Faber,Politics and Satire,Hardback,11.95,22/07/1990,194,,,3.11
978-1-63222-348-7,AudioBook,Avoid inside experience,Rebecca Anderson,Transworld,Fantasy,Audio,10.99,17/12/1994,0,12:47,Julia Whelan,2.06
978-0-538-20909-0,Book,There them find rule,Laura Miller,Corner Stone,Children,Hardback,21.93,13/08/1975,303,,,1.73
978-0-613-16863-2,Book,Of movie discussion near news style,Jeanne Valdez,Puffin Books,Thriller,Hardback,14.35,17/09/1992,284,,,1.58
978-0-399-79002-7,Book,Citizen data drive you,Bruce Lam,Faber & Faber,Comedy,Paperback,22.61,10/08/1993,250,,,2.65
978-0-9615087-8-4,Book,High it speak least lose,Valerie Copeland,Penguin Books,Thriller,Paperback,22.54,07/04/1970,219,,,3.02
978-0-436-98737-3,AudioBook,Change true year,Stephen Moore,Joffe Books,Science Fiction,Audio,11.22,20/08/1950,0,04:59,Bahni Turpin,3.26
978-1-84954-947-9,Book,Garden pattern several analysis could,Taylor Bennett,Joffe Books,Religion and Spirituality,Paperback,40.28,05/08/1993,199,,,2.81
978-1-63310-387-0,AudioBook,Key occur deep worker hard,Crystal Zimmerman,Penguin Books,Young Adult,Audio,14.59,02/07/1995,0,04:52,Dion Graham,1.51
978-0-664-72539-6,Book,Energy most role,Dawn Hess,Bloomsbury,Reference Book,Paperback,15.57,04/05/1984,222,,,1.6
978-0-15-438589-5,eBook,Paper phone window law,Lisa Smith,Severn House,Reference Book,Digital,27.95,10/10/1949,160,,,2.72
978-0-671-64647-9,Book,Draw so indicate way most,Stacy Sellers,Faber & Faber,Period Drama,Hardback,22.82,22/02/2006,232,,,1.42
978-1-4662-7587-4,Book,Focus program above hard conference trial,Shannon Carter,Pearson,Politics and Satire,Paperback,24.8,17/05/1953,96,,,3.18
978-1-248-47665-9,AudioBook,Matter usually success look person,Kimberly Park,Puffin Books,History,Audio,31.76,21/08/2009,0,06:12,Adjoa Andoh,1.93
978-0-9561578-4-3,Book,This past seem poor because lay,Debra Barnes,Penguin Books,Young Adult,Hardback,16.45,01/12/2014,188,,,1.73
978-1-4980-0717-7,Book,He cut water thank major,Douglas Harmon,Cambridge University Press,Travel,Hardback,39.87,15/06/1969,210,,,3.72
978-1-4402-7054-3,Book,Begin do hold discuss,Ryan Davis,Corner Stone,Period Drama,Hardback,22.68,28/05/1964,163,,,2.05
978-0-570-91950-6,eBook,Cause explain prepare,Dominic Evans,Corner Stone,History,Digital,15.87,21/02/1981,194,,,2.84
978-1-71879-276-0,Book,Language security argue short,Lauren Smith,Puffin Books,Action,Hardback,127.51,02/01/2007,181,,,1.32
978-0-03-145858-2,Book,Rich his work stock,Sherri Hall,Cambridge University Press,Thriller,Paperback,20.79,24/02/1948,191,,,1.85
978-0-669-64027-4,Book,Candidate camera news,Robert Abbott,Joffe Books,Young Adult,Hardback,35.12,03/02/1981,222,,,4.19
978-1-7391610-8-8,Magazine,Yeah ago some media,Rita Boyle,Faber & Faber,Gardening and Nature,Paperback,28.26,16/10/1945,326,,,2.23
978-1-213-63328-5,Book,East her much,Dustin Dudley,Cambridge University Press,Comedy,Paperback,16.58,02/06/1985,183,,,2.73
978-1-938705-76-2,Book,Guy free stay significant,Daniel Thomas,Puffin Books,Religion and Spirituality,Paperback,312.18,15/11/1983,221,,,2.54
978-1-4664-5467-5,AudioBook,West standard wish write,Brandi Stuart,Severn House,Religion and Spirituality,Audio,22.65,04/12/1958,0,07:04,Dion Graham,1.77
978-0-15-424067-5,eBook,New consider wall forward likely,John Richardson,Transworld,Romance,Digital,20.71,04/04/1970,198,,,3.23
978-1-296-97184-7,Book,Condition benefit end admit project,Charles Edwards,Severn House,Poetry,Hardback,24.28,04/11/1959,176,,,4.18
978-1-78124-659-7,eBook,Stay left fast,Samantha Castro,Transworld,True Crime,Digital,19.77,30/05/2013,234,,,3.27
978-0-623-32905-4,Magazine,There poor network discuss,Chelsea Cooper,Transworld,Poetry,Paperback,24.98,11/04/2003,208,,,2.33
